ClmDiagnosisCode_6_ID,ClmDiagnosisCode_6
283,591
284,5939
285,45829
286,53011
287,70714
288,V8741
289,8360
290,E8497
291,07070
292,7149
293,2409
294,2572
295,71596
296,72612
297,4011
298,7580
299,7931
300,3829
301,40291
302,V441
303,2113
304,2662
305,4289
306,5935
307,1976
308,7850
309,V1322
310,78841
311,99664
312,45341
313,36234
314,78262
315,V7651
316,920
317,43491
318,43331
319,41511
320,7224
321,515
322,2729
323,36619
324,42789
325,4412
326,3540
327,49322
328,51881
329,6101
330,56211
331,8470
332,2800
333,78469
334,5579
335,4240
336,69270
337,V0382
338,V6700
339,V145
340,7871
341,7866
342,V8801
343,V4511
344,V4365
345,36236
346,7823
347,2441
348,40493
349,2766
350,4464
351,2875
352,53540
353,53240
354,38911
355,56989
356,V1089
357,5920
358,33819
359,V5411
360,53020
361,78839
362,E8859
363,41092
364,V4589
365,29411
366,7243
367,60886
368,V4976
369,78791
370,2713
371,72479
372,V1002
373,72885
374,V5409
375,V173
376,07999
377,2469
378,5856
379,4553
380,7231
381,78820
382,4940
383,75310
384,340
385,V6406
386,60011
387,8250
388,2112
389,71926
390,2689
391,4370
392,7222
393,0417
394,5601
395,42653
396,36201
397,V5811
398,30521
399,51889
400,7804
401,6272
402,59389
403,7455
404,24290
405,E9379
406,7245
407,V1087
408,9971
409,73392
410,4739
411,2910
412,7533
413,185
414,E8121
415,4589
416,78052
417,34831
418,79093
419,V679
420,V8536
421,6038
422,1970
423,79092
424,00845
425,1749
426,5789
427,7244
428,79021
429,5781
430,3180
431,2760
432,78192
433,70211
434,55321
435,99592
436,78552
437,61610
438,5570
439,70702
440,E9331
441,V5863
442,E8781
443,29680
444,V6759
445,04185
446,1623
447,E8785
448,5770
449,30183
450,V0481
451,53089
452,V606
453,1977
454,71947
455,6146
456,V433
457,6210
458,8052
459,2869
460,8483
461,31400
462,5070
463,7802
464,20280
465,99832
466,53789
467,59080
468,99939
469,78906
470,99762
471,30500
472,E8493
473,78060
474,2839
475,1919
476,44020
477,30021
478,70909
479,25003
480,V5812
481,8830
482,V08
483,29040
484,78903
485,7863
486,56722
487,71516
488,V452
489,5722
490,2721
491,7993
492,99529
493,7102
494,73342
495,25042
496,V160
497,2762
498,3688
499,34830
500,4588
501,59971
502,3899
503,2384
504,33720
505,V427
506,E9053
507,8974
508,56200
509,70707
510,30501
511,2639
512,9160
513,70703
514,7845
515,72761
516,6820
517,V652
518,7862
519,1101
520,7847
521,5539
522,4658
523,59970
524,72703
525,2290
526,5305
527,28489
528,29590
529,2989
530,70725
531,V065
532,V1851
533,V7612
534,61189
535,2912
536,2858
537,V140
538,8500
539,73730
540,E916
541,43310
542,7248
543,4379
544,4168
545,78093
546,V1588
547,V4364
548,57511
549,70722
550,E956
551,42781
552,V431
553,71949
554,V1051
555,34403
556,3485
557,V1259
558,8028
559,20040
560,7910
561,7213
562,71595
563,0414
564,72989
565,72141
566,V1581
567,E8499
568,V5842
569,79589
570,42490
571,4779
572,32751
573,8472
574,V0254
575,4580
576,71945
577,V1271
578,34290
579,2767
580,72252
581,490
582,41519
583,53550
584,7881
585,V5865
586,7265
587,78061
588,30563
589,72611
590,7292
591,7852
592,V1279
593,6102
594,V551
595,4460
596,99672
597,V090
598,1888
599,V1589
600,72673
601,1104
602,47833
603,1123
604,V146
605,2738
606,7937
607,3940
608,7891
609,2841
610,52510
611,60001
612,2392
613,78900
614,78321
615,33394
616,2861
617,56409
618,99609
619,29620
620,72251
621,30470
622,07054
623,E9479
624,39891
625,45182
626,49120
627,2273
628,30300
629,78702
630,23875
631,1991
632,3581
633,1830
634,V854
635,V5789
636,3963
637,V1006
638,79029
639,6959
640,19889
641,68601
642,1398
643,70719
644,V462
645,E8160
646,7210
647,95901
648,V7281
649,5379
650,8910
651,28850
652,1539
653,8449
654,70720
655,5889
656,4550
657,78843
658,V717
659,78722
660,5183
661,V850
662,2660
663,25040
664,4571
665,E8190
666,49382
667,V6709
668,E8798
669,44329
670,2850
671,78909
672,3480
673,0340
674,5184
675,51884
676,78959
677,5690
678,7921
679,25082
680,V4579
681,3449
682,E8888
683,2863
684,570
685,462
686,260
687,53510
688,74685
689,2749
690,V1359
691,261
692,5852
693,4271
694,78603
695,7813
696,4780
697,797
698,30390
699,586
700,27650
701,73313
702,725
703,4660
704,1702
705,99682
706,40491
707,4263
708,6190
709,29630
710,48230
711,29530
712,1729
713,27541
714,E9346
715,78097
716,5761
717,V4981
718,70721
719,E9688
720,72210
721,99683
722,42843
723,E9342
724,29650
725,81000
726,78607
727,5718
728,78550
729,87344
730,3669
731,43810
732,V725
733,71842
734,V4572
735,9243
736,04119
737,5589
738,4423
739,70723
740,34400
741,5778
742,2536
743,E9290
744,40310
745,7830
746,V5489
747,5559
748,V6284
749,70705
750,72740
751,56981
752,3331
753,V571
754,38010
755,0272
756,25541
757,V0759
758,V5844
759,V4571
760,41410
761,V4577
762,33183
763,4260
764,45342
765,V653
766,73679
767,3319
768,V7242
769,4549
770,44023
771,20890
772,79439
773,1983
774,4259
775,1330
776,78057
777,72291
778,25052
779,7840
780,E9478
781,45340
782,6271
783,1541
784,30781
785,34500
786,4730
787,7907
788,53010
789,7246
790,V422
791,78449
792,6279
793,30981
794,7962
795,7964
796,71536
797,2111
798,V1584
799,7038
800,56481
801,1410
802,53085
803,20410
804,V142
805,5963
806,04104
807,65613
808,V5481
809,7218
810,71500
811,V8281
812,4292
813,V7611
814,7099
815,4599
816,7336
817,37950
818,28800
819,81103
820,5641
821,30391
822,V134
823,04111
824,6073
825,V6889
826,6825
827,7030
828,34280
829,25050
830,E8843
831,58381
832,29570
833,30001
834,78652
835,E8809
836,2830
837,34690
838,5942
839,2865
840,7869
841,4871
842,7135
843,1719
844,78869
845,3970
846,V4576
847,78799
848,4431
849,78703
850,7262
851,71530
852,8058
853,6826
854,V641
855,V4281
856,58889
857,92310
858,V1302
859,5368
860,49310
861,27542
862,2793
863,92401
864,V151
865,8208
866,V1507
867,4400
868,V4502
869,6181
870,V851
871,78904
872,53541
873,V643
874,2462
875,71906
876,71591
877,1560
878,6961
879,45620
880,78901
881,4389
882,43411
883,2163
884,4659
885,78821
886,V5864
887,4351
888,5198
889,9597
890,57470
891,8730
892,33821
893,7173
894,9982
895,E8844
896,V5721
897,5723
898,1120
899,72671
900,71695
901,5921
902,V5632
903,04112
904,6822
905,7949
906,V440
907,5642
908,V4569
909,73017
910,34982
911,5941
912,2564
913,9738
914,E8799
915,53190
916,42611
917,V180
918,25061
919,51882
920,V4971
921,4111
922,78071
923,42732
924,53019
925,042
926,1892
927,43311
928,55090
929,73027
930,27652
931,1962
932,V667
933,1739
934,V7285
935,99520
936,75683
937,6170
938,29043
939,78831
940,92400
941,V5873
942,E9330
943,4430
944,990
945,V237
946,20929
947,3561
948,40591
949,V1559
950,78937
951,44389
952,23879
953,71940
954,27549
955,59972
956,1961
957,2866
958,V4611
959,V580
960,3732
961,V1509
962,35800
963,4251
964,5693
965,V1642
966,8407
967,V4975
968,71959
969,7318
970,5960
971,6258
972,49300
973,61172
974,33385
975,0413
976,8911
977,V550
978,71511
979,4359
980,59960
981,74722
982,1880
983,V1044
984,4404
985,5306
986,78729
987,78905
988,7808
989,3080
990,5950
991,4371
992,3699
993,88100
994,25202
995,8471
996,7810
997,41402
998,4538
999,78099
1000,78930
1001,9595
1002,4555
1003,2763
1004,7843
1005,E9278
1006,72982
1007,E9889
1008,E8498
1009,33520
1010,25001
1011,2558
1012,71481
1013,30550
1014,7919
1015,74761
1016,44381
1017,5679
1018,V549
1019,34550
1020,3124
1021,25051
1022,V7389
1023,2440
1024,78499
1025,V1047
1026,2940
1027,87342
1028,80701
1029,7932
1030,49122
1031,3101
1032,78009
1033,5569
1034,V4983
1035,E9270
1036,71891
1037,48241
1038,20500
1039,3488
1040,43330
1041,2382
1042,V1003
1043,80505
1044,5845
1045,37433
1046,30393
1047,179
1048,78899
1049,71916
1050,4417
1051,1963
1052,V078
1053,2411
1054,9110
1055,78053
1056,V4361
1057,29281
1058,0499
1059,71698
1060,7395
1061,587
1062,4829
1063,30480
1064,5178
1065,73301
1066,72751
1067,71897
1068,V454
1069,80500
1070,5959
1071,4570
1072,1543
1073,V745
1074,6084
1075,2512
1076,80700
1077,5969
1078,7092
1079,2252
1080,4539
1081,53140
1082,7220
1083,V1042
1084,4401
1085,7801
1086,4169
1087,3314
1088,37272
1089,9726
1090,V7643
1091,34200
1092,V123
1093,3789
1094,72889
1095,5880
1096,4465
1097,2811
1098,V642
1099,28981
1100,70710
1101,E9232
1102,2810
1103,5793
1104,7905
1105,V1301
1106,30423
1107,V1052
1108,3109
1109,7530
1110,44021
1111,7818
1112,70219
1113,4010
1114,3453
1115,7241
1116,81305
1117,8181
1118,25201
1119,9092
1120,4479
1121,79430
1122,41071
1123,8080
1124,2395
1125,7394
1126,32724
1127,7212
1128,E912
1129,V119
1130,7821
1131,V1001
1132,78096
1133,78863
1134,4610
1135,36130
1136,75612
1137,8448
1138,V1749
1139,40290
1140,4558
1141,71904
1142,53170
1143,78862
1144,E8791
1145,28984
1146,99709
1147,2390
1148,4770
1149,56985
1150,8460
1151,4542
1152,V600
1153,7100
1154,5991
1155,2448
1156,4592
1157,7503
1158,2270
1159,E8881
1160,V1009
1161,V5416
1162,30560
1163,5890
1164,0416
1165,4920
1166,79902
1167,7294
1168,2874
1169,7930
1170,1889
1171,4732
1172,20501
1173,73020
1174,E8782
1175,2864
1176,6023
1177,7901
1178,73314
1179,5855
1180,87320
1181,6019
1182,5929
1183,V624
1184,0319
1185,71656
1186,92411
1187,99685
1188,431
1189,3371
1190,73345
1191,28989
1192,52100
1193,5264
1194,9219
1195,7859
1196,2271
1197,7226
1198,4380
1199,1122
1200,42842
1201,6103
1202,2764
1203,37515
1204,1743
1205,6160
1206,E8788
1207,70709
1208,71696
1209,20510
1210,7923
1211,8404
1212,9249
1213,22801
1214,3574
1215,V1088
1216,99662
1217,42613
1218,27802
1219,2102
1220,04189
1221,40300
1222,E8780
1223,7945
1224,37430
1225,81342
1226,8820
1227,42821
1228,71514
1229,75312
1230,41000
1231,V8525
1232,2692
1233,9052
1234,71990
1235,1622
1236,7963
1237,4242
1238,4552
1239,20035
1240,3016
1241,38611
1242,7234
1243,79389
1244,56789
1245,5728
1246,3383
1247,27786
1248,48242
1249,7856
1250,56942
1251,42820
1252,3549
1253,V5332
1254,V421
1255,7238
1256,8409
1257,99674
1258,3003
1259,3962
1260,71524
1261,4785
1262,56039
1263,4941
1264,29623
1265,4556
1266,37941
1267,7020
1268,51919
1269,E9352
1270,2521
1271,V770
1272,1955
1273,V1269
1274,2144
1275,38420
1276,1968
1277,78322
1278,9222
1279,2680
1280,2410
1281,V1209
1282,E9308
1283,135
1284,7873
1285,25090
1286,42652
1287,99811
1288,79095
1289,4720
1290,3439
1291,29690
1292,29560
1293,72888
1294,V4972
1295,V1252
1296,71831
1297,3682
1298,V5889
1299,2388
1300,V5862
1301,23871
1302,E9588
1303,E9203
1304,3315
1305,30431
1306,71789
1307,2733
1308,7384
1309,20051
1310,36202
1311,V066
1312,V1201
1313,7876
1314,3321
1315,79399
1316,3379
1317,2638
1318,81200
1319,4919
1320,30562
1321,4275
1322,0539
1323,1748
1324,6259
1325,1881
1326,64761
1327,20190
1328,78907
1329,V171
1330,43822
1331,71943
1332,8363
1333,2631
1334,3579
1335,9190
1336,1125
1337,2630
1338,V4561
1339,99684
1340,34540
1341,71951
1342,E9356
1343,262
1344,9120
1345,42650
1346,70700
1347,69589
1348,62981
1349,23873
1350,9961
1351,V4586
1352,V1651
1353,3898
1354,2903
1355,5739
1356,70724
1357,V8535
1358,V143
1359,41405
1360,53642
1361,37230
1362,E8849
1363,V1041
1364,E9300
1365,42654
1366,71531
1367,04186
1368,78491
1369,36510
1370,78902
1371,5713
1372,71611
1373,V059
1374,70701
1375,9697
1376,85400
1377,3330
1378,30553
1379,5128
1380,2750
1381,0796
1382,5699
1383,7829
1384,7515
1385,25053
1386,29689
1387,8509
1388,73026
1389,3384
1390,30022
1391,49392
1392,78939
1393,V6441
1394,6278
1395,45821
1396,20200
1397,38830
1398,71912
1399,3804
1400,2967
1401,E9320
1402,4262
1403,9221
1404,34510
1405,3694
1406,6829
1407,5994
1408,V159
1409,34591
1410,501
1411,29212
1412,V1043
1413,4264
1414,71107
1415,9130
1416,35981
1417,73303
1418,1800
1419,60784
1420,9895
1421,5738
1422,1890
1423,5109
1424,V4973
1425,74760
1426,9916
1427,71907
1428,78072
1429,7936
1430,99631
1431,99859
1432,36332
1433,99883
1434,99652
1435,43881
1436,72271
1437,7892
1438,8670
1439,36813
1440,0785
1441,075
1442,E8786
1443,31401
1444,4619
1445,8931
1446,E8210
1447,73309
1448,E9208
1449,44629
1450,78064
1451,V7641
1452,V2651
1453,29010
1454,2143
1455,7854
1456,4540
1457,V829
1458,6089
1459,72705
1460,V442
1461,36503
1462,7041
1463,6262
1464,45989
1465,3481
1466,9072
1467,7249
1468,75611
1469,2141
1470,9172
1471,57490
1472,94800
1473,78833
1474,73739
1475,37120
1476,7867
1477,6110
1478,5790
1479,36251
1480,05319
1481,5851
1482,29633
1483,V5419
1484,7260
1485,V860
1486,3542
1487,42983
1488,4375
1489,8921
1490,3007
1491,5724
1492,E9288
1493,9100
1494,9592
1495,29900
1496,9229
1497,73025
1498,6202
1499,2920
1500,80506
1501,V681
1502,V711
1503,72409
1504,56949
1505,E8880
1506,9561
1507,34292
1508,79099
1509,29550
1510,2704
1511,42610
1512,78440
1513,E9424
1514,83906
1515,4219
1516,E8509
1517,4372
1518,5934
1519,4421
1520,41080
1521,44621
1522,1625
1523,3313
1524,4110
1525,71956
1526,5966
1527,34931
1528,4269
1529,5951
1530,8438
1531,36846
1532,51911
1533,52689
1534,59582
1535,31232
1536,33721
1537,71534
1538,5121
1539,3369
1540,73007
1541,70704
1542,30401
1543,78551
1544,58181
1545,78056
1546,71597
1547,95919
1548,2682
1549,V1250
1550,V8534
1551,1121
1552,30473
1553,1952
1554,36616
1555,V7286
1556,75169
1557,V632
1558,8930
1559,30924
1560,5609
1561,V1551
1562,7019
1563,38801
1564,71996
1565,7350
1566,81003
1567,1733
1568,2949
1569,78829
1570,9598
1571,94534
1572,60783
1573,V7241
1574,7062
1575,2731
1576,8248
1577,20412
1578,1975
1579,7094
1580,53500
1581,99812
1582,7822
1583,2728
1584,4870
1585,V0752
1586,1550
1587,30747
1588,71699
1589,E8796
1590,78721
1591,V1249
1592,514
1593,1954
1594,5277
1595,138
1596,6198
1597,30503
1598,73399
1599,3064
1600,9594
1601,7078
1602,60090
1603,25092
1604,94400
1605,73028
1606,82100
1607,03849
1608,56969
1609,V7799
1610,29634
1611,29181
1612,7948
1613,47879
1614,95911
1615,58389
1616,2110
1617,2120
1618,36257
1619,V536
1620,1105
1621,2559
1622,V762
1623,5238
1624,29042
1625,4329
1626,5799
1627,E8784
1628,5771
1629,9951
1630,3591
1631,72283
1632,7469
1633,5307
1634,60020
1635,70706
1636,52800
1637,59984
1638,78832
1639,V7282
1640,7355
1641,43811
1642,72871
1643,1529
1644,5531
1645,53012
1646,35801
1647,05410
1648,4561
1649,8799
1650,5839
1651,04109
1652,72990
1653,9179
1654,71594
1655,71955
1656,38600
1657,27789
1658,80709
1659,7836
1660,E9029
1661,04105
1662,28249
1663,9331
1664,4772
1665,7011
1666,25081
1667,60091
1668,42612
1669,6953
1670,E8120
1671,28803
1672,6823
1673,60785
1674,7885
1675,46400
1676,2535
1677,99644
1678,2599
1679,5712
1680,25510
1681,1508
1682,2518
1683,1540
1684,53390
1685,V4984
1686,V198
1687,34212
1688,E8496
1689,27906
1690,87340
1691,2739
1692,7955
1693,81500
1694,1732
1695,0088
1696,71844
1697,73349
1698,9596
1699,47819
1700,7048
1701,73024
1702,4373
1703,193
1704,V5417
1705,E8700
1706,99676
1707,7904
1708,34580
1709,9694
1710,73319
1711,7864
1712,E8495
1713,5733
1714,7015
1715,04184
1716,6011
1717,5756
1718,V113
1719,7235
1720,V1203
1721,E9426
1722,71533
1723,V072
1724,7825
1725,6960
1726,34691
1727,E9530
1728,78094
1729,43882
1730,37240
1731,82123
1732,8791
1733,36441
1734,E8261
1735,6264
1736,3969
1737,71881
1738,28522
1739,43490
1740,37854
1741,2137
1742,2148
1743,8485
1744,4821
1745,2740
1746,V4382
1747,73719
1748,4239
1749,7842
1750,3510
1751,25063
1752,71901
1753,7177
1754,9248
1755,E9060
1756,1369
1757,V1000
1758,V1329
1759,V7610
1760,2971
1761,2149
1762,8020
1763,25041
1764,1534
1765,38921
1766,78194
1767,V6751
1768,36589
1769,V5412
1770,4590
1771,29041
1772,8479
1773,4578
1774,2372
1775,99590
1776,V573
1777,99686
1778,51181
1779,E9204
1780,2353
1781,4281
1782,07051
1783,V1351
1784,80702
1785,71680
1786,11289
1787,5716
1788,37921
1789,78838
1790,6923
1791,36502
1792,3182
1793,5110
1794,7202
1795,E918
1796,78460
1797,92303
1798,44289
1799,2394
1800,79402
1801,61179
1802,4559
1803,29580
1804,2776
1805,5439
1806,1820
1807,E9293
1808,4243
1809,30491
1810,V5331
1811,V426
1812,80502
1813,E9201
1814,79022
1815,7354
1816,71598
1817,2538
1818,V1081
1819,0312
1820,79094
1821,V6409
1822,2189
1823,6010
1824,37739
1825,20203
1826,6869
1827,72293
1828,3009
1829,53290
1830,1179
1831,5163
1832,V589
1833,V5882
1834,7280
1835,V5831
1836,9925
1837,73018
1838,6929
1839,37024
1840,30430
1841,61889
1842,2939
1843,71952
1844,7101
1845,99669
1846,9721
1847,V5849
1848,9341
1849,V1261
1850,4386
1851,2396
1852,79582
1853,92421
1854,41081
1855,V1004
1856,E9687
1857,E8792
1858,V6282
1859,20010
1860,41090
1861,56889
1862,5999
1863,1701
1864,V1021
1865,7991
1866,69289
1867,V5830
1868,7899
1869,4476
1870,2727
1871,34211
1872,3568
1873,29622
1874,66311
1875,78606
1876,1624
1877,4321
1878,1960
1879,25062
1880,36105
1881,85220
1882,E8528
1883,7108
1884,29532
1885,1628
1886,E9295
1887,73622
1888,81601
1889,7175
1890,55221
1891,E887
1892,40492
1893,41041
1894,7172
1895,7835
1896,42741
1897,E8810
1898,30400
1899,92231
1900,71694
1901,92311
1902,20208
1903,71903
1904,4820
1905,8054
1906,8406
1907,78723
1908,99889
1909,29632
1910,95909
1911,9588
1912,481
1913,1987
1914,42831
1915,7068
1916,E9174
1917,99681
1918,03819
1919,36476
1920,V8524
1921,68101
1922,2468
1923,71840
1924,V1541
1925,37311
1926,2592
1927,4295
1928,1737
1929,43812
1930,6029
1931,36840
1932,44422
1933,36900
1934,71848
1935,3159
1936,V791
1937,19882
1938,5758
1939,4267
1940,E9273
1941,2799
1942,E9353
1943,V662
1944,0415
1945,71849
1946,69274
1947,8920
1948,3530
1949,73672
1950,V016
1951,7466
1952,34404
1953,56212
1954,E894
1955,3332
1956,2849
1957,70581
1958,5272
1959,220
1960,V8532
1961,1579
1962,V537
1963,9593
1964,79409
1965,8220
1966,6253
1967,1502
1968,27783
1969,1832
1970,29383
1971,4257
1972,20018
1973,460
1974,44024
1975,71105
1976,7839
1977,2979
1978,5582
1979,5568
1980,30285
1981,V1202
1982,84500
1983,5650
1984,V1085
1985,0412
1986,43401
1987,E9421
1988,71616
1989,2330
1990,3698
1991,7211
1992,69010
1993,8489
1994,57142
1995,71697
1996,99677
1997,V122
1998,E8556
1999,V425
2000,55329
2001,3068
2002,1599
2003,40509
2004,78261
2005,44421
2006,8760
2007,8441
2008,71902
2009,3968
2010,5300
2011,E9443
2012,2699
2013,22809
2014,8082
2015,55200
2016,30112
2017,V074
2018,7833
2019,V4575
2020,V118
2021,78651
2022,28730
2023,4541
2024,72706
2025,71235
2026,9992
2027,36810
2028,87343
2029,9161
2030,V1060
2031,82021
2032,7999
2033,V671
2034,5695
2035,35782
2036,53641
2037,44101
2038,28864
2039,48232
2040,5581
2041,E914
2042,71950
2043,0388
2044,82301
2045,V429
2046,73675
2047,7917
2048,2890
2049,8361
2050,V698
2051,3090
2052,E9298
2053,9050
2054,6989
2055,88101
2056,37200
2057,71942
2058,41411
2059,92321
2060,2931
2061,V0739
2062,57441
2063,75550
2064,43884
2065,2443
2066,92300
2067,56984
2068,V0262
2069,29699
2070,34989
2071,30410
2072,E9420
2073,7271
2074,79009
2075,6931
2076,79001
2077,2352
2078,37420
2079,57510
2080,27900
2081,V0261
2082,1735
2083,72239
2084,28950
2085,73743
2086,V7647
2087,V672
2088,V8533
2089,2788
2090,03842
2091,72690
2092,7868
2093,37730
2094,6273
2095,V5401
2096,8960
2097,V815
2098,5373
2099,5290
2100,V8537
2101,1746
2102,V7109
2103,72931
2104,8970
2105,20073
2106,07030
2107,7359
2108,1535
2109,59982
2110,5521
2111,E9359
2112,1519
2113,E915
2114,9631
2115,E8789
2116,5710
2117,56941
2118,71742
2119,1978
2120,3360
2121,23872
2122,7944
2123,0090
2124,70583
2125,71989
2126,V0489
2127,6209
2128,7392
2129,84210
2130,5903
2131,9986
2132,64941
2133,8072
2134,36721
2135,7093
2136,2882
2137,41189
2138,72700
2139,V812
2140,30420
2141,73712
2142,9972
2143,5362
2144,29654
2145,1969
2146,29640
2147,V138
2148,7596
2149,7089
2150,71592
2151,V4551
2152,V019
2153,2555
2154,4422
2155,96502
2156,78891
2157,7934
2158,E8589
2159,82101
2160,71220
2161,33828
2162,4778
2163,4210
2164,71106
2165,2325
2166,72709
2167,53530
2168,34839
2169,1482
2170,8738
2171,7504
2172,71846
2173,3643
2174,70711
2175,9181
2176,29021
2177,86501
2178,81201
2179,71847
2180,5798
2181,57410
2182,E899
2183,92420
2184,V759
2185,V161
2186,58081
2187,73382
2188,78199
2189,V8401
2190,56961
2191,42841
2192,4519
2193,E8790
2194,5750
2195,5551
2196,2712
2197,3334
2198,E9063
2199,4618
2200,99641
2201,53330
2202,3885
2203,4408
2204,1469
2205,33390
2206,V1022
2207,24200
2208,71593
2209,30272
2210,40210
2211,5199
2212,27787
2213,71801
2214,5930
2215,2867
2216,34291
2217,9170
2218,4131
2219,4822
2220,1533
2221,E8842
2222,99663
2223,3100
2224,E9019
2225,3348
2226,25091
2227,36970
2228,6100
2229,48282
2230,5275
2231,73642
2232,24900
2233,2230
2234,56982
2235,500
2236,92232
2237,2808
2238,V1649
2239,66001
2240,E9279
2241,7572
2242,1538
2243,683
2244,8972
2245,4847
2246,4572
2247,65983
2248,1809
2249,38844
2250,7992
2251,71843
2252,7960
2253,51189
2254,36924
2255,85302
2256,61801
2257,V5875
2258,3181
2259,38920
2260,3229
2261,1571
2262,2362
2263,6182
2264,78951
2265,79381
2266,E9654
2267,E8197
2268,7593
2269,73734
2270,73008
2271,30411
2272,36207
2273,2534
2274,41012
2275,1921
2276,2798
2277,V169
2278,79981
2279,E848
2280,34461
2281,27903
2282,24280
2283,53270
2284,6824
2285,2375
2286,470
2287,99701
2288,57140
2289,5645
2290,45911
2291,566
2292,1536
2293,38914
2294,6821
2295,4272
2296,V4282
2297,43850
2298,6142
2299,71510
2300,5564
2301,5651
2302,9233
2303,78600
2304,99671
2305,34202
2306,37942
2307,30471
2308,33391
2309,5225
2310,40311
2311,49381
2312,29624
2313,30570
2314,28959
2315,1965
2316,9239
2317,1512
2318,28731
2319,30011
2320,78864
2321,V560
2322,75651
2323,44324
2324,2706
2325,V4985
2326,41404
2327,47831
2328,9722
2329,6186
2330,V7791
2331,81307
2332,81380
2333,78191
2334,82300
2335,53241
2336,2719
2337,9198
2338,36650
2339,4352
2340,45621
2341,28983
2342,V7189
2343,30490
2344,03812
2345,53782
2346,V720
2347,2529
2348,V109
2349,30481
2350,20411
2351,3599
2352,1709
2353,217
2354,7393
2355,40403
2356,2818
2357,6028
2358,73340
2359,25073
2360,4478
2361,7463
2362,38918
2363,E9268
2364,25012
2365,E9444
2366,505
2367,38910
2368,8260
2369,25083
2370,1505
2371,4568
2372,2734
2373,485
2374,40490
2375,E8981
2376,9224
2377,9140
2378,7880
2379,99813
2380,3693
2381,7828
2382,78602
2383,73016
2384,38916
2385,E8199
2386,72281
2387,95912
2388,25043
2389,5967
2390,4440
2391,57450
2392,8088
2393,E9209
2394,9654
2395,5562
2396,2860
2397,6963
2398,52801
2399,3129
2400,V111
2401,1984
2402,42689
2403,37432
2404,V748
2405,75319
2406,37931
2407,9693
2408,30433
2409,3014
2410,34511
2411,2169
2412,4358
2413,86612
2414,36230
2415,36500
2416,29664
2417,72782
2418,V0980
2419,7098
2420,99668
2421,74763
2422,E9178
2423,V5878
2424,E9358
2425,46619
2426,33701
2427,V8522
2428,6299
2429,V2540
2430,E8801
2431,1510
2432,78461
2433,V4989
2434,2391
2435,6111
2436,40301
2437,9348
2438,V5413
2439,5780
2440,38860
2441,71995
2442,5881
2443,37300
2444,29562
2445,3239
2446,2909
