ClmDiagnosisCode_1_ID,ClmDiagnosisCode_1
265,5990
266,4377
267,4130
268,43310
269,2813
270,59389
271,73345
272,20222
273,81242
274,V4512
275,2766
276,25080
277,5781
278,25000
279,4660
280,5856
281,5854
282,V291
283,8171
284,29564
285,61801
286,7134
287,V471
288,38601
289,56202
290,1503
291,2689
292,1629
293,V726
294,5178
295,72271
296,340
297,0323
298,1886
299,71681
300,2532
301,V040
302,2389
303,8055
304,25070
305,2120
306,20085
307,28984
308,72705
309,0340
310,78836
311,V562
312,V5632
313,V561
314,2521
315,20380
316,78650
317,V7645
318,34540
319,V709
320,1759
321,41410
322,V571
323,2908
324,81314
325,3108
326,6226
327,7954
328,71879
329,40291
330,5953
331,5932
332,25063
333,78199
334,45342
335,4920
336,56985
337,72741
338,29531
339,25639
340,29680
341,29660
342,V821
343,71910
344,28521
345,2842
346,V5863
347,5959
348,24230
349,51919
350,72479
351,53520
352,V708
353,4350
354,V756
355,88023
356,V1302
357,80395
358,72401
359,7845
360,5936
361,V6549
362,2929
363,4104
364,87352
365,41071
366,V5864
367,72939
368,61171
369,79022
370,7218
371,2920
372,69510
373,8975
374,V854
375,0322
376,25053
377,586
378,71893
379,56211
380,4489
381,V772
382,30390
383,0701
384,34570
385,2312
386,1103
387,30010
388,34541
389,53011
390,29641
391,4578
392,V5871
393,V4589
394,7842
395,72751
396,28733
397,38032
398,71939
399,42832
400,7876
401,2536
402,V013
403,2281
404,5199
405,V4511
406,3109
407,49321
408,V4452
409,V5866
410,2647
411,V6751
412,2392
413,2809
414,4918
415,5131
416,61182
417,43391
418,7847
419,412
420,2160
421,4139
422,30560
423,71591
424,2133
425,V778
426,43320
427,78909
428,V5425
429,V782
430,2811
431,5855
432,2328
433,29632
434,44321
435,78192
436,60784
437,2698
438,7233
439,5948
440,2762
441,44023
442,78702
443,185
444,78863
445,1749
446,71538
447,V662
448,33818
449,79091
450,20282
451,99684
452,V053
453,2127
454,1976
455,1625
456,82009
457,20020
458,2298
459,71986
460,0652
461,V409
462,5372
463,49320
464,V7644
465,49122
466,37220
467,7861
468,79571
469,5859
470,2451
471,30540
472,30432
473,4530
474,29543
475,2459
476,3452
477,9549
478,V420
479,2334
480,53013
481,4550
482,99602
483,V286
484,92421
485,5849
486,29689
487,V700
488,V717
489,72232
490,20921
491,78905
492,78602
493,2781
494,7244
495,30002
496,71606
497,72282
498,53521
499,81610
500,5929
501,2375
502,71884
503,2306
504,78906
505,48239
506,20916
507,36613
508,V672
509,V5489
510,5753
511,61181
512,20006
513,29545
514,2823
515,7211
516,71593
517,2379
518,V1046
519,V5391
520,5186
521,99641
522,29042
523,78322
524,2722
525,2123
526,72251
527,V282
528,V579
529,V7612
530,24201
531,59801
532,40493
533,1578
534,V5877
535,20086
536,V5878
537,81103
538,1745
539,7144
540,24920
541,80841
542,5570
543,V719
544,V1251
545,99550
546,V781
547,78965
548,78703
549,36643
550,7962
551,78652
552,V5842
553,4430
554,8404
555,5128
556,9932
557,78071
558,6111
559,V824
560,42831
561,20929
562,71533
563,29383
564,2830
565,4169
566,V4581
567,4549
568,25003
569,4131
570,71932
571,V5882
572,5169
573,7333
574,7248
575,71430
576,V4282
577,60000
578,72281
579,V580
580,30020
581,7249
582,36283
583,42761
584,V5631
585,3694
586,33822
587,71624
588,2140
589,72763
590,4281
591,2329
592,29013
593,3952
594,797
595,72230
596,43490
597,25071
598,51884
599,193
600,2700
601,1983
602,71504
603,78079
604,V5861
605,78820
606,V788
607,7212
608,0723
609,6802
610,V803
611,72742
612,V8271
613,V538
614,2819
615,28522
616,7820
617,V1359
618,1722
619,1729
620,59080
621,V6442
622,6264
623,7226
624,7141
625,71516
626,2753
627,V192
628,V5883
629,V860
630,V574
631,58881
632,34633
633,53240
634,24291
635,1740
636,7140
637,7210
638,72709
639,V813
640,7881
641,56983
642,59960
643,V1502
644,7931
645,2419
646,78907
647,03849
648,5954
649,2449
650,V4963
651,515
652,29650
653,52689
654,68102
655,72292
656,71882
657,2662
658,V6401
659,5566
660,38643
661,2841
662,82320
663,4612
664,7867
665,V490
666,53649
667,99769
668,4540
669,99686
670,56722
671,8871
672,51881
673,70703
674,V568
675,42843
676,45981
677,4417
678,25952
679,V7610
680,25013
681,4580
682,72471
683,72191
684,485
685,7868
686,25073
687,4510
688,95911
689,70705
690,9165
691,9056
692,2829
693,1750
694,78603
695,5769
696,78960
697,V1642
698,1550
699,36623
700,V667
701,75281
702,V741
703,9058
704,28319
705,8911
706,V780
707,25021
708,V5722
709,V555
710,71923
711,V7286
712,0212
713,78904
714,5846
715,29570
716,42491
717,43884
718,71299
719,V7642
720,9539
721,9738
722,47821
723,36617
724,4830
725,V7646
726,6806
727,24221
728,71518
729,7217
730,V4459
731,5909
732,72883
733,V059
734,05900
735,71524
736,7810
737,V289
738,V712
739,7942
740,78009
741,23871
742,71514
743,2832
744,78901
745,70711
746,9120
747,462
748,70712
749,6826
750,42613
751,5070
752,V4361
753,42682
754,59971
755,V7651
756,71906
757,2718
758,V751
759,V7231
760,43300
761,5163
762,79581
763,48289
764,7384
765,99673
766,7262
767,74405
768,2440
769,5281
770,71517
771,6861
772,71592
773,78936
774,78601
775,2199
776,71643
777,71527
778,V810
779,1171
780,6012
781,30250
782,7285
783,78835
784,43380
785,71927
786,42842
787,7873
788,4780
789,80517
790,6182
791,74333
792,V4983
793,9533
794,81202
795,4351
796,00320
797,36620
798,71536
799,29640
800,4296
801,81305
802,53221
803,7919
804,V1261
805,41405
806,29634
807,3310
808,78055
809,78051
810,V034
811,4110
812,V528
813,V5872
814,V7643
815,71489
816,25043
817,V0382
818,4260
819,35921
820,20106
821,41400
822,2774
823,V5811
824,5161
825,33183
826,20501
827,2708
828,V676
829,2450
830,56039
831,1889
832,3582
833,V5721
834,7089
835,8419
836,8438
837,V4971
838,72290
839,V811
840,6800
841,72810
842,2729
843,7891
844,V51
845,7080
846,53560
847,55121
848,4266
849,28800
850,57481
851,9137
852,5848
853,2821
854,56081
855,V729
856,V7285
857,7231
858,V750
859,43810
860,2376
861,56200
862,78902
863,2820
864,29041
865,5693
866,V550
867,5198
868,37704
869,V4962
870,6113
871,99709
872,1539
873,60001
874,V7240
875,73301
876,1744
877,5609
878,71804
879,71919
880,2707
881,46410
882,2931
883,36618
884,7944
885,4928
886,49391
887,490
888,7982
889,7812
890,4419
891,8413
892,2354
893,7109
894,V462
895,53781
896,43401
897,7804
898,2125
899,4150
900,53551
901,2949
902,8700
903,78343
904,80708
905,5789
906,V6709
907,2555
908,2460
909,71925
910,V443
911,40591
912,72749
913,59000
914,5645
915,6825
916,59780
917,59789
918,59969
919,45340
920,38619
921,8788
922,99666
923,7925
924,5723
925,27731
926,38633
927,V6400
928,71526
929,V4360
930,53361
931,71530
932,20930
933,71580
934,V740
935,5902
936,8962
937,25801
938,78032
939,2801
940,78900
941,1741
942,84210
943,V521
944,2258
945,99663
946,V5844
947,V776
948,2270
949,53261
950,30000
951,8832
952,V4582
953,79409
954,72706
955,V6889
956,20036
957,71589
958,64380
959,72663
960,V433
961,5755
962,4270
963,5121
964,71171
965,38634
966,2373
967,V4502
968,80518
969,9110
970,7905
971,71594
972,V0259
973,4111
974,70715
975,V6441
976,2800
977,99674
978,2649
979,79677
980,V7284
981,V559
982,1129
983,0511
984,2323
985,5759
986,57470
987,V671
988,49120
989,6103
990,78891
991,V829
992,72402
993,V0759
994,36000
995,2768
996,1742
997,71595
998,35981
999,2468
1000,5172
1001,20107
1002,05412
1003,2362
1004,V495
1005,7242
1006,44322
1007,7329
1008,11289
1009,59653
1010,71890
1011,1623
1012,71635
1013,4809
1014,5583
1015,V6801
1016,9213
1017,03284
1018,3159
1019,7862
1020,V7681
1021,2537
1022,V5862
1023,3482
1024,72470
1025,25091
1026,29530
1027,7234
1028,4267
1029,2330
1030,73303
1031,79989
1032,1590
1033,48283
1034,0639
1035,2352
1036,8861
1037,57400
1038,0383
1039,20068
1040,53201
1041,53420
1042,72293
1043,V486
1044,2442
1045,29040
1046,24241
1047,V219
1048,2930
1049,V570
1050,49382
1051,6108
1052,5734
1053,6868
1054,33389
1055,72991
1056,7094
1057,34623
1058,6121
1059,11504
1060,78600
1061,84519
1062,8412
1063,8448
1064,72400
1065,07020
1066,V1541
1067,V062
1068,9799
1069,78963
1070,25031
1071,43491
1072,V556
1073,28739
1074,27410
1075,2861
1076,99631
1077,4178
1078,99582
1079,99647
1080,3545
1081,V826
1082,7392
1083,6926
1084,7197
1085,6184
1086,85185
1087,38869
1088,35579
1089,2644
1090,78842
1091,7213
1092,V180
1093,V1051
1094,72611
1095,6271
1096,20295
1097,0388
1098,55200
1099,49301
1100,2858
1101,2761
1102,7149
1103,7133
1104,5939
1105,59652
1106,0204
1107,V735
1108,71892
1109,2767
1110,4291
1111,49312
1112,V2882
1113,V524
1114,00845
1115,72882
1116,73639
1117,36230
1118,42769
1119,9913
1120,9519
1121,59371
1122,V5812
1123,4848
1124,72992
1125,72239
1126,V167
1127,42820
1128,27953
1129,2872
1130,38810
1131,1748
1132,73024
1133,4548
1134,3492
1135,V5874
1136,4416
1137,59800
1138,78063
1139,71929
1140,1579
1141,8841
1142,V4966
1143,V1011
1144,1721
1145,V812
1146,2515
1147,7070
1148,72764
1149,6820
1150,8941
1151,7245
1152,3533
1153,3379
1154,4821
1155,29681
1156,V2889
1157,71926
1158,4475
1159,78833
1160,2210
1161,1648
1162,1743
1163,2875
1164,V030
1165,V549
1166,5722
1167,V5875
1168,71885
1169,7887
1170,78864
1171,78969
1172,V431
1173,46450
1174,85211
1175,28249
1176,24911
1177,52551
1178,5770
1179,7880
1180,7906
1181,84510
1182,3885
1183,78961
1184,73309
1185,36642
1186,29644
1187,44324
1188,36604
1189,29572
1190,37244
1191,V822
1192,4539
1193,20913
1194,78933
1195,88009
1196,4254
1197,59010
1198,V777
1199,07021
1200,2320
1201,20075
1202,20302
1203,40391
1204,71912
1205,8821
1206,42841
1207,4148
1208,80851
1209,71627
1210,72881
1211,36403
1212,71924
1213,42823
1214,33985
1215,V7388
1216,5970
1217,78031
1218,55002
1219,95901
1220,61883
1221,V7181
1222,24211
1223,71876
1224,7869
1225,38600
1226,6827
1227,29662
1228,6187
1229,40201
1230,2588
1231,61189
1232,5920
1233,5941
1234,81509
1235,8970
1236,29643
1237,9515
1238,7916
1239,3669
1240,78191
1241,78003
1242,8056
1243,5120
1244,4919
1245,V422
1246,60091
1247,4263
1248,36603
1249,71535
1250,20912
1251,24960
1252,43889
1253,V589
1254,70909
1255,99811
1256,V028
1257,3951
1258,78837
1259,43812
1260,43881
1261,3094
1262,30983
1263,6809
1264,25040
1265,2719
1266,V5865
1267,5950
1268,V5843
1269,72273
1270,2399
1271,41011
1272,V4976
1273,56089
1274,2822
1275,78964
1276,V437
1277,71894
1278,36559
1279,72141
1280,9938
1281,2386
1282,8220
1283,82021
1284,71537
1285,05922
1286,72291
1287,5719
1288,7864
1289,53087
1290,V744
1291,29665
1292,6101
1293,24980
1294,7069
1295,7063
1296,538
1297,936
1298,71918
1299,71694
1300,V4450
1301,80405
1302,41181
1303,59370
1304,07882
1305,75311
1306,V4984
1307,38030
1308,7921
1309,57140
1310,78791
1311,71528
1312,36564
1313,1532
1314,V283
1315,2360
1316,7930
1317,70710
1318,79380
1319,V770
1320,2454
1321,78843
1322,78097
1323,8830
1324,V280
1325,2865
1326,9139
1327,36619
1328,2989
1329,8208
1330,6120
1331,2569
1332,25041
1333,035
1334,80513
1335,514
1336,78722
1337,9099
1338,72252
1339,55012
1340,V054
1341,481
1342,07950
1343,2332
1344,82529
1345,5771
1346,88003
1347,496
1348,V299
1349,V664
1350,36611
1351,2113
1352,20942
1353,4414
1354,6030
1355,20781
1356,2760
1357,9971
1358,78721
1359,78946
1360,2448
1361,53531
1362,2849
1363,4149
1364,37554
1365,20951
1366,45341
1367,32701
1368,68601
1369,73349
1370,9150
1371,5581
1372,V690
1373,1622
1374,V5876
1375,7827
1376,3529
1377,5951
1378,29514
1379,29563
1380,7945
1381,4387
1382,3526
1383,3534
1384,43853
1385,1121
1386,7238
1387,5768
1388,V066
1389,4409
1390,20965
1391,4353
1392,46611
1393,36062
1394,V435
1395,6260
1396,37431
1397,2159
1398,57440
1399,33983
1400,37002
1401,V771
1402,4376
1403,591
1404,V754
1405,2511
1406,2769
1407,7901
1408,71897
1409,71596
1410,V1582
1411,2139
1412,36653
1413,72211
1414,4404
1415,71649
1416,71930
1417,8054
1418,24240
1419,V4509
1420,3093
1421,29591
1422,78058
1423,85220
1424,3942
1425,81342
1426,1538
1427,56402
1428,78060
1429,5601
1430,99882
1431,3522
1432,5730
1433,70719
1434,71523
1435,6112
1436,8792
1437,5183
1438,3569
1439,6968
1440,1505
1441,47871
1442,71984
1443,260
1444,V734
1445,88011
1446,71597
1447,36650
1448,V7799
1449,V5481
1450,9229
1451,38321
1452,8728
1453,30563
1454,2799
1455,25020
1456,6239
1457,30029
1458,V742
1459,V8536
1460,2752
1461,71431
1462,51889
1463,2452
1464,70707
1465,1843
1466,V1249
1467,5109
1468,V0262
1469,71943
1470,44502
1471,5921
1472,042
1473,70582
1474,56969
1475,72231
1476,1717
1477,25002
1478,2702
1479,4541
1480,41189
1481,V725
1482,25802
1483,71873
1484,72704
1485,78937
1486,5942
1487,78606
1488,29605
1489,72769
1490,34550
1491,34551
1492,71985
1493,V483
1494,V037
1495,2940
1496,7222
1497,1161
1498,29612
1499,7824
1500,41403
1501,7264
1502,3393
1503,V4574
1504,23873
1505,7395
1506,32740
1507,41519
1508,5903
1509,45111
1510,99661
1511,29281
1512,1912
1513,V487
1514,V424
1515,36645
1516,55000
1517,7216
1518,41092
1519,7103
1520,V4981
1521,29384
1522,68609
1523,40491
1524,3080
1525,38658
1526,61179
1527,V6408
1528,7920
1529,81412
1530,7469
1531,V5832
1532,7104
1533,7092
1534,1122
1535,5529
1536,36019
1537,0321
1538,43331
1539,8410
1540,71511
1541,4241
1542,5560
1543,3668
1544,9211
1545,V8902
1546,60821
1547,71513
1548,36454
1549,36913
1550,32751
1551,9341
1552,V692
1553,7135
1554,20164
1555,59781
1556,V7282
1557,71810
1558,53641
1559,4142
1560,71856
1561,72691
1562,34711
1563,7215
1564,29623
1565,V5411
1566,1531
1567,79671
1568,5847
1569,53260
1570,V6701
1571,30500
1572,V1043
1573,8243
1574,7243
1575,72931
1576,2733
1577,V1521
1578,V8401
1579,55001
1580,83650
1581,79093
1582,45939
1583,V7283
1584,78966
1585,8443
1586,71119
1587,2891
1588,27650
1589,8717
1590,4359
1591,5168
1592,5720
1593,30089
1594,9144
1595,45621
1596,4179
1597,72783
1598,V8279
1599,69289
1600,37331
1601,03811
1602,70714
1603,20115
1604,72679
1605,7937
1606,38012
1607,4560
1608,32723
1609,7291
1610,V122
1611,V4321
1612,71855
1613,V169
1614,9212
1615,55320
1616,5647
1617,7043
1618,71282
1619,3829
1620,2396
1621,4941
1622,73730
1623,42681
1624,V823
1625,59382
1626,46619
1627,30021
1628,V5402
1629,64843
1630,4556
1631,87340
1632,45989
1633,3453
1634,6801
1635,037
1636,99646
1637,47826
1638,2124
1639,V7652
1640,1760
1641,60889
1642,6278
1643,40412
1644,07054
1645,72888
1646,71950
1647,78461
1648,8411
1649,0956
1650,2980
1651,5305
1652,1624
1653,71962
1654,73811
1655,2764
1656,1891
1657,44020
1658,24931
1659,41041
1660,V1529
1661,55102
1662,V103
1663,2161
1664,6963
1665,28809
1666,2383
1667,42612
1668,V434
1669,29593
1670,20301
1671,49300
1672,2827
1673,28863
1674,V4967
1675,7202
1676,V427
1677,33904
1678,71661
1679,36218
1680,7296
1681,8781
1682,40411
1683,V1303
1684,29603
1685,7863
1686,07049
1687,36522
1688,5899
1689,7882
1690,V046
1691,3481
1692,70700
1693,72670
1694,53100
1695,68101
1696,73342
1697,99664
1698,48242
1699,72982
1700,40310
1701,3330
1702,73313
1703,99671
1704,40501
1705,20167
1706,5300
1707,V598
1708,V469
1709,2808
1710,79412
1711,28950
1712,71828
1713,0210
1714,V284
1715,3882
1716,72761
1717,3869
1718,6954
1719,36852
1720,34652
1721,1709
1722,20400
1723,V820
1724,7350
1725,24970
1726,6229
1727,57420
1728,84201
1729,30300
1730,53083
1731,70702
1732,27801
1733,81200
1734,2410
1735,3418
1736,82022
1737,V5413
1738,7885
1739,3060
1740,9340
1741,79099
1742,7102
1743,70725
1744,V763
1745,40490
1746,40492
1747,92300
1748,2889
1749,5521
1750,4732
1751,1611
1752,59372
1753,V494
1754,2409
1755,24951
1756,8460
1757,72630
1758,7841
1759,71689
1760,6242
1761,84200
1762,7237
1763,41062
1764,99644
1765,V198
1766,2869
1767,7201
1768,4771
1769,99695
1770,24281
1771,2189
1772,81351
1773,V166
1774,05901
1775,29654
1776,2892
1777,5721
1778,72811
1779,2643
1780,2825
1781,8750
1782,29635
1783,70522
1784,38023
1785,38630
1786,25951
1787,99883
1788,2792
1789,24280
1790,4710
1791,1916
1792,V7650
1793,V661
1794,36589
1795,3090
1796,431
1797,2458
1798,V492
1799,6950
1800,7265
1801,36633
1802,40400
1803,1463
1804,4829
1805,V0252
1806,36514
1807,V7611
1808,25012
1809,2100
1810,2248
1811,59589
1812,1643
1813,7209
1814,6982
1815,29551
1816,V444
1817,0550
1818,24910
1819,20242
1820,7904
1821,28409
1822,8250
1823,81416
1824,24220
1825,71698
1826,59381
1827,5162
1828,V1301
1829,72703
1830,88122
1831,71965
1832,1530
1833,1536
1834,V7241
1835,9659
1836,52662
1837,71878
1838,34290
1839,71812
1840,5780
1841,20073
1842,V666
1843,71904
1844,78834
1845,71854
1846,72409
1847,6910
1848,6003
1849,60884
1850,31534
1851,0205
1852,1905
1853,59011
1854,4408
1855,V762
1856,5758
1857,2469
1858,71217
1859,7030
1860,2182
1861,0311
1862,36104
1863,4570
1864,59081
1865,59582
1866,V416
1867,3596
1868,1955
1869,71603
1870,78341
1871,36503
1872,72142
1873,46430
1874,82532
1875,2443
1876,40413
1877,2703
1878,53541
1879,24941
1880,5309
1881,7310
1882,56400
1883,7914
1884,V159
1885,V1083
1886,6267
1887,40311
1888,05312
1889,3823
1890,34670
1891,38604
1892,6922
1893,29616
1894,71963
1895,V138
1896,70701
1897,71605
1898,71602
1899,6115
1900,179
1901,34500
1902,71891
1903,V0381
1904,71957
1905,V5867
1906,V426
1907,6274
1908,45919
1909,7041
1910,71515
1911,3334
1912,24990
1913,29615
1914,72930
1915,79673
1916,78841
1917,4658
1918,7105
1919,78830
1920,9592
1921,1509
1922,71692
1923,5981
1924,72631
1925,V281
1926,29510
1927,2463
1928,92411
1929,1118
1930,33921
1931,V8525
1932,2988
1933,72639
1934,0232
1935,20911
1936,71865
1937,78605
1938,5699
1939,V292
1940,V8719
1941,1224
1942,79400
1943,44021
1944,7853
1945,53019
1946,V616
1947,2365
1948,2385
1949,13100
1950,V5339
1951,28732
1952,30023
1953,9584
1954,20176
1955,20100
1956,29614
1957,37963
1958,5940
1959,5582
1960,28311
1961,V1007
1962,71990
1963,V520
1964,78095
1965,1736
1966,71532
1967,V801
1968,55841
1969,55201
1970,45183
1971,38655
1972,71967
1973,V8530
1974,03842
1975,07953
1976,0431
1977,V08
1978,36925
1979,311
1980,7866
1981,1987
1982,28730
1983,V1300
1984,36216
1985,25050
1986,47833
1987,8025
1988,53220
1989,46451
1990,72879
1991,3556
1992,72664
1993,43819
1994,5571
1995,80480
1996,8876
1997,23332
1998,22801
1999,8431
2000,7011
2001,29590
2002,79381
2003,28264
2004,2388
2005,1109
2006,20820
2007,7322
2008,36834
2009,1730
2010,36500
2011,684
2012,4802
2013,03812
2014,2632
2015,V4322
2016,V6545
2017,25062
2018,4650
2019,84500
2020,99643
2021,20044
2022,8209
2023,25011
2024,72819
2025,2979
2026,4439
2027,4321
2028,9895
2029,7224
2030,71914
2031,8072
2032,34989
2033,72081
2034,80849
2035,23771
2036,36206
2037,6068
2038,2639
2039,4659
2040,5931
2041,2223
2042,53010
2043,38151
2044,6807
2045,2167
2046,71994
2047,7318
2048,7337
2049,87339
2050,38423
2051,3551
2052,2453
2053,20031
2054,20002
2055,28262
2056,V8281
2057,2400
2058,5949
2059,5184
2060,3102
2061,2839
2062,43411
2063,23770
2064,V1053
2065,9622
2066,20223
2067,V1259
2068,29604
2069,430
2070,41031
2071,36631
2072,78865
2073,34710
2074,29611
2075,2162
2076,29010
2077,43410
2078,V825
2079,7354
2080,V8901
2081,7246
2082,2812
2083,52125
2084,25052
2085,72190
2086,3659
2087,3542
2088,V8741
2089,V1069
2090,70581
2091,24971
2092,40300
2093,V705
2094,36616
2095,36502
2096,V4985
2097,V1270
2098,57401
2099,1830
2100,71813
2101,V163
2102,84840
2103,5180
2104,V4970
2105,V5841
2106,29581
2107,V7649
2108,78930
2109,V474
2110,8744
2111,V6700
2112,4275
2113,39891
2114,0521
2115,4242
2116,24940
2117,2645
2118,4481
2119,52475
2120,56213
2121,V4382
2122,1992
2123,27702
2124,V0183
2125,1734
2126,8902
2127,3499
2128,1404
2129,4788
2130,59984
2131,79439
2132,79513
2133,72766
2134,36363
2135,V019
2136,5160
2137,2727
2138,71648
2139,5764
2140,78931
2141,V6104
2142,37883
2143,71653
2144,38844
2145,72886
2146,V1269
2147,7279
2148,73028
2149,71933
2150,V4451
2151,71666
2152,4161
2153,5799
2154,99609
2155,81300
2156,71432
2157,6176
2158,71598
2159,9501
2160,37911
2161,20056
2162,7290
2163,4566
2164,88121
2165,78607
2166,36402
2167,4531
2168,28860
2169,9943
2170,V8289
2171,92302
2172,53500
2173,33812
2174,1890
2175,1551
2176,47875
2177,37162
2178,3629
2179,72661
2180,53250
2181,25090
2182,6102
2183,8710
2184,70583
2185,71852
2186,46401
2187,70720
2188,5643
2189,V703
2190,40390
2191,60785
2192,V141
2193,29652
2194,3124
2195,V4366
2196,V2652
2197,29626
2198,20954
2199,2337
2200,4553
2201,25081
2202,V658
2203,42989
2204,4588
2205,7450
2206,78724
2207,29690
2208,V134
2209,71858
2210,9302
2211,34632
2212,2553
2213,5966
2214,53570
2215,5790
2216,29636
2217,20052
2218,1534
2219,9086
2220,4611
2221,70724
2222,45829
2223,78001
2224,6114
2225,1882
2226,24981
2227,5933
2228,35923
2229,4262
2230,5779
2231,20275
2232,0419
2233,2726
2234,82302
2235,53020
2236,38650
2237,29601
2238,8713
2239,7081
2240,V743
2241,3308
2242,36561
2243,36652
2244,V4960
2245,71992
2246,4160
2247,20966
2248,V7399
2249,V441
2250,29381
2251,29560
2252,36602
2253,V509
2254,2129
2255,78943
2256,6266
2257,55093
2258,20048
2259,7815
2260,28803
2261,30502
2262,V4974
2263,99812
2264,99660
2265,5400
2266,4372
2267,56961
2268,71690
2269,78093
2270,25541
2271,78829
2272,9173
2273,8483
2274,56986
2275,4400
2276,40301
2277,72981
2278,42840
2279,99642
2280,71687
2281,99657
2282,75252
2283,72673
2284,79389
2285,78899
2286,49390
2287,5373
2288,20927
2289,V704
2290,38603
2291,V775
2292,37945
2293,49322
2294,1962
2295,5568
2296,6851
2297,71613
2298,V061
2299,34700
2300,56989
2301,44381
2302,V417
2303,57461
2304,99687
2305,41512
2306,99560
2307,36612
2308,3129
2309,38400
2310,37542
2311,27786
2312,5551
2313,7830
2314,5791
2315,70219
2316,4532
2317,78062
2318,2871
2319,7966
2320,7892
2321,3961
2322,71903
2323,9597
2324,71688
2325,V7791
2326,53491
2327,V872
2328,2572
2329,80703
2330,25631
2331,29582
2332,72979
2333,24921
2334,8822
2335,73396
2336,81101
2337,68600
2338,71947
2339,7821
2340,4761
2341,4230
2342,6100
2343,600
2344,5724
2345,20915
2346,7379
2347,1884
2348,V8739
2349,84501
2350,24991
2351,6978
2352,0539
2353,23872
2354,2519
2355,2327
2356,3950
2357,36644
2358,7859
2359,436
2360,6039
2361,71952
2362,7078
2363,4610
2364,V064
2365,25061
2366,8961
2367,72989
2368,V279
2369,7510
2370,57410
2371,38648
2372,29682
2373,71942
2374,7913
2375,25092
2376,34661
2377,78052
2378,7825
2379,2864
2380,29610
2381,V0731
2382,1540
2383,25051
2384,78839
2385,4738
2386,7823
2387,2763
2388,V4576
2389,71941
2390,V473
2391,37050
2392,V1641
2393,V016
2394,27900
2395,30022
2396,2144
2397,20300
2398,V7281
2399,9106
2400,36610
2401,71144
2402,71185
2403,72270
2404,61172
2405,79095
2406,1537
2407,6823
2408,55103
2409,52325
2410,73731
2411,71824
2412,88102
2413,73341
2414,48240
2415,49311
2416,72789
2417,V669
2418,7137
2419,61183
2420,37423
2421,84213
2422,56489
2423,V508
2424,83212
2425,4552
2426,V0481
2427,99662
2428,7042
2429,43885
2430,1746
2431,32710
2432,5589
2433,40599
2434,29630
2435,41091
2436,83315
2437,33943
2438,0847
2439,36544
2440,V4614
2441,V293
2442,V1254
2443,5100
2444,0653
2445,3411
2446,57491
2447,72887
2448,29021
2449,84511
2450,78947
2451,6104
2452,2271
2453,85180
2454,V691
2455,72669
2456,80700
2457,V5830
2458,38610
2459,3563
2460,3278
2461,8872
2462,7911
2463,5798
